0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,file name,label,label_updated
-79.875465,106.66986,-7.072753,18.017025,-15.400914,-2.114985,-13.581376,2.1059828,-19.66413,-0.6399563,-9.7295,13.03038,-1.759949,11.392564,-8.598348,2.8402421,-11.412413,6.5441475,-4.592639,12.614114,-2.7590103,9.61833,-2.9597101,8.886333,-5.05472,6.934618,-3.29842,9.899435,-0.8250364,8.488795,-2.9713292,4.695486,-7.022561,1.1148119,-7.2876124,1.7118248,-5.7052655,2.5548651,-5.031615,2.3178847,-4.6756563,2.667588,-3.405963,2.3780553,-4.842238,0.67520916,-4.568092,0.8267962,-4.0191975,1.5018442,2022-06-05--21-37-36_2__segment2.wav,0,0
-79.70352,107.00089,-7.1913633,17.87852,-15.162625,-2.752391,-13.573386,1.885845,-19.855225,-0.6644422,-10.051333,13.40651,-2.1748128,11.422177,-8.234785,4.0230694,-11.099813,6.8952546,-3.6788192,13.074017,-1.8545489,10.980833,-2.0430536,9.019194,-5.0805135,5.3334785,-3.7352731,9.700703,-1.1860294,8.39619,-3.3739183,4.441308,-6.902276,1.1723979,-7.359895,1.8704946,-5.840157,2.1165745,-5.7223024,1.7152563,-4.730102,3.150137,-2.7093234,2.7539039,-4.221121,0.8137142,-4.5688124,0.19978541,-4.9902363,0.57507956,2022-06-05--21-37-36_2__segment3.wav,0,0
-76.88827,106.82622,-7.1204367,18.683464,-14.947236,-1.9069722,-13.959212,1.8924248,-19.325045,-0.9923662,-9.98152,13.6796,-2.2654638,11.407843,-8.478392,4.2680607,-9.874055,7.950139,-3.68413,12.749118,-2.0263803,9.940226,-2.9372928,8.56996,-4.899586,5.826254,-3.8035963,9.518455,-2.0488365,7.103095,-4.6855435,3.743038,-7.1022277,1.3305211,-6.899562,2.1844215,-5.4482145,2.6396391,-5.408461,2.254327,-4.57395,2.6314023,-3.4811625,2.0243187,-4.88653,0.5339168,-5.1269174,0.3157278,-4.210618,1.0612764,2022-06-05--21-37-36_2__segment4.wav,0,0
-88.85039,107.11854,0.19814879,20.035515,-11.291979,-5.3680787,-11.468502,1.7189842,-14.03368,-1.0617155,-6.8885107,10.691449,-1.1495229,8.168492,-6.531101,0.2654561,-10.0407095,3.460334,-2.7382808,9.741536,-0.037017368,8.963597,0.4407066,7.6140575,-1.4436717,4.211237,-1.3806223,7.2747025,-0.31204876,5.489082,-1.7880796,2.3655071,-4.4448004,-1.1328573,-5.6849647,-1.0564215,-4.5587196,-0.8364788,-4.304169,-1.0144211,-3.4665813,-0.47077847,-2.4061432,-0.15555623,-2.5618694,-0.95222455,-1.9500979,-0.8186993,-2.150921,-1.0204782,2022-06-06--00-35-12_2__segment0.wav,0,0
-95.44261,110.057556,-3.0466812,22.449352,-13.934889,-3.5739295,-14.319199,4.2330875,-16.944618,1.2106113,-8.019054,14.052626,-2.9229746,10.538406,-9.152466,3.1226184,-12.094345,6.4595428,-5.062529,11.149053,-2.709019,10.0995655,-3.4389198,9.251306,-3.8103397,6.625478,-3.5297997,9.505497,-1.754784,8.025523,-3.915491,5.3652925,-5.6041074,2.2435734,-6.36704,1.853744,-6.829038,0.48632059,-7.339467,-0.048831806,-6.1604266,1.4342722,-4.1796594,1.869704,-4.627008,0.72231334,-4.142201,0.8644018,-4.084493,1.1614673,2022-06-06--00-35-12_2__segment1.wav,0,0
-91.299,109.31137,-1.5506353,22.754438,-13.411983,-3.9180543,-13.110641,3.9055486,-17.11213,1.6023169,-8.233771,13.912551,-2.9929357,10.790328,-8.880175,3.103056,-11.844734,7.082691,-4.326677,12.895808,-0.9503552,11.116802,-2.8523922,8.88465,-4.8004837,5.4545918,-4.1618953,8.929334,-2.3878622,7.4495177,-4.6323533,4.1081696,-6.928241,1.0735033,-7.5214963,0.9729842,-6.172746,1.6308205,-6.0690956,1.1619295,-4.6251597,2.5596218,-3.2065425,2.1728683,-4.840445,0.4641033,-4.926029,0.09223659,-4.8808823,0.25367865,2022-06-06--00-35-12_2__segment2.wav,0,0
-91.38539,111.29858,-2.0257652,23.519226,-13.317228,-4.08163,-13.3767185,3.1255076,-17.653322,0.8524247,-9.842082,12.730999,-3.9683352,9.581575,-8.849435,2.7441428,-11.6885605,7.279958,-4.512695,11.943597,-1.0432218,11.683003,-1.4403597,10.868675,-2.8426251,7.1482897,-3.4940662,8.174444,-2.8047042,6.2032123,-5.0259686,3.2386463,-6.7730293,0.90981144,-7.233927,1.0119787,-6.970953,0.5753779,-6.543325,0.7598301,-5.446038,2.1637154,-3.371889,2.4311724,-4.4027915,0.9675619,-4.011569,0.35229933,-4.6422753,0.31825098,2022-06-06--00-35-12_2__segment3.wav,0,0
-93.823166,110.558945,-1.6874657,23.214067,-11.703409,-2.7548366,-13.487806,3.590685,-16.962223,1.2659062,-9.232665,13.399877,-3.9790027,10.017162,-9.066739,3.709232,-11.665052,7.8588657,-3.796948,12.01205,-2.0567536,10.497749,-3.56126,8.783415,-4.4258437,6.3218503,-2.6017191,8.991563,-2.0777695,7.8672028,-4.8393116,3.6772733,-6.472863,1.9573706,-6.576851,2.6626768,-6.3757744,0.958185,-6.1740203,1.3343365,-4.9765973,1.9971808,-4.065295,0.9870292,-5.727114,0.14422487,-4.716237,0.6608107,-4.5267434,1.0147997,2022-06-06--00-35-12_2__segment4.wav,0,0
-100.71754,107.21119,3.5302439,20.776365,-6.583591,-4.012967,-12.624353,0.6486237,-15.167372,-1.6343057,-7.268252,9.829992,-0.7709011,8.030951,-7.1831317,0.46710473,-9.541584,3.3257763,-3.9137852,8.321782,-0.39398232,7.785455,0.53069973,8.668801,-0.21039376,4.656044,-1.7240303,7.2139225,0.32317126,5.861371,-1.8142501,2.2799168,-4.471111,-0.8138432,-5.114721,-1.1548177,-5.0621433,-1.3120428,-4.276007,-0.9108085,-3.428623,-0.007155331,-1.8210949,-0.2691744,-3.0251408,-1.039096,-1.7716482,-0.29145962,-1.7924551,-0.26146334,2022-06-06--02-33-38_2__segment0.wav,0,0
-100.52827,111.161156,-0.22096404,23.04254,-9.732469,-1.0449735,-14.420655,3.194524,-16.917578,1.7803034,-8.566388,14.149549,-2.6752913,10.42452,-9.873715,2.3782628,-11.878625,4.882765,-7.668611,9.021004,-4.3147063,9.499171,-1.4020228,10.346623,-3.1407564,6.6286855,-3.344348,10.245842,-2.100716,7.773075,-2.8517323,5.668655,-5.5279446,2.4660974,-6.700517,1.9184077,-6.5393796,0.28957152,-8.093514,-0.7388211,-6.576018,1.4863081,-4.0385075,2.1938715,-4.1203446,1.675382,-3.0660522,1.400877,-3.8091757,1.0511959,2022-06-06--02-33-38_2__segment1.wav,0,0
-98.43915,111.13865,-0.21080777,23.700932,-11.534362,-2.4338815,-14.430035,2.6782649,-15.725055,1.7446456,-9.36425,12.767689,-3.5931928,10.945527,-8.926733,3.1958754,-11.037248,6.868083,-5.1273623,11.208305,-3.3270717,9.996648,-1.8029928,9.625711,-3.5889325,6.263337,-4.4610353,8.896874,-2.2242286,8.146781,-3.1440716,4.7517395,-6.147181,1.5042475,-7.526227,1.4969664,-6.523494,1.5751384,-5.940055,1.2772577,-5.4632373,1.6710106,-4.6201453,1.520724,-5.4387274,0.37085518,-4.79035,0.5752937,-4.18129,1.0111812,2022-06-06--02-33-38_2__segment2.wav,0,0
-94.78278,111.67079,0.2922858,23.298126,-12.870802,-3.374159,-14.283638,2.66381,-15.298809,1.2220577,-9.341652,13.950166,-3.533627,10.898209,-8.953489,1.9210691,-12.471105,5.7715654,-4.7306423,13.363499,-0.5868253,12.052984,-0.029975777,9.868832,-4.4856544,5.7828927,-4.712953,7.901905,-2.887238,7.0159955,-3.795272,4.0912323,-6.4400816,1.1527827,-8.025933,1.0005746,-6.570753,1.0170603,-6.1542873,1.1919909,-5.2314725,2.005223,-3.2075968,3.1535788,-3.7092488,0.7810625,-4.0202413,0.70138,-3.956462,0.19616021,2022-06-06--02-33-38_2__segment3.wav,0,0
-93.45261,113.3744,-0.8851605,23.111391,-11.412805,-3.4865887,-14.647316,1.475432,-17.333681,0.31309408,-9.44082,12.992084,-3.23869,9.883449,-9.411962,1.1367031,-12.092072,6.632455,-4.534458,13.133005,-0.7463678,11.653408,-0.31102812,10.693495,-3.2927272,6.0451884,-5.550492,6.362074,-4.0127993,6.7507505,-3.6023006,4.4116917,-6.306368,1.4825932,-6.713401,1.6198925,-5.8832936,1.335969,-6.1288395,0.6803717,-5.492294,1.6350291,-3.3188443,2.9382572,-3.686882,1.021195,-3.9880397,0.66675323,-4.002143,0.51910895,2022-06-06--02-33-38_2__segment4.wav,0,0
-96.542595,109.40147,2.2003462,19.640547,-8.1990795,-4.721846,-11.457006,1.635961,-14.588047,-0.8134402,-6.6285625,10.961181,0.0496572,8.056953,-7.374815,-0.41023844,-10.193838,3.653443,-2.9668329,9.290134,0.011202245,9.404826,2.1927977,8.021691,-1.6426195,3.1142766,-3.7823787,5.4165154,-0.33195055,4.7594156,-0.8521615,3.734741,-3.520678,0.13223642,-4.5702043,-0.23634842,-3.9740934,-0.97049654,-4.4683094,-1.9777077,-3.6911924,0.0831865,-0.93865234,1.5733929,-1.5942221,-0.81888163,-2.3453434,-1.3264902,-2.5430176,-1.4216058,2022-06-06--03-32-49_2__segment0.wav,0,0
-98.247154,112.850525,-0.5841017,22.457214,-11.810938,-3.008554,-13.784779,4.1445475,-17.160765,0.7398542,-9.874111,13.823538,-3.0068848,10.105242,-10.264241,1.2224436,-13.194609,5.450414,-6.2542133,10.884995,-2.3834233,12.3383465,0.023397857,9.961333,-4.357008,4.425418,-6.3586373,7.583921,-2.603595,7.5798736,-2.9451745,5.465491,-5.216064,3.097077,-5.943335,2.0688756,-6.007772,0.79346603,-7.1111884,0.6402026,-4.9880867,2.8473117,-2.6197503,3.2107122,-4.027809,0.88884276,-4.212368,0.6784116,-4.4707537,0.92738456,2022-06-06--03-32-49_2__segment1.wav,0,0
-99.49993,110.86262,-2.240131,23.78014,-10.89511,-2.3001897,-14.26287,3.8455985,-17.63686,0.9065546,-9.224647,13.163521,-3.2612934,10.016833,-9.411511,2.290192,-12.210885,6.0153418,-6.083419,10.158315,-3.885216,9.30512,-1.1337378,10.562223,-3.6421835,6.389399,-5.0669904,9.000908,-1.6206349,8.443287,-3.235246,4.924124,-5.8895984,2.5067396,-6.2684674,2.252927,-6.269311,0.96736664,-7.067852,-0.14895521,-6.4368544,1.1439794,-4.5953693,1.8943855,-4.639287,1.5688112,-3.377534,1.6891495,-3.259562,1.4087048,2022-06-06--03-32-49_2__segment2.wav,0,0
-96.9221,110.31197,-2.2211394,23.7972,-10.626283,-2.8622198,-14.498247,2.9681194,-18.06369,-0.26353317,-9.654778,12.6610775,-3.3156419,10.428424,-9.58961,1.9182734,-12.469855,5.00461,-6.5681076,9.84645,-3.8764288,10.089264,-1.0216321,11.240778,-2.968427,6.171201,-4.3446608,9.35161,-1.8646988,8.295056,-3.2655187,5.0482025,-5.826607,2.3818526,-5.9471145,2.2425497,-5.760432,0.8077918,-7.0463734,-0.34804562,-6.5210633,0.9574755,-4.2237463,2.1398158,-4.0072045,1.1838905,-3.861899,1.5979711,-3.336072,1.1465813,2022-06-06--03-32-49_2__segment3.wav,0,0
-92.88752,110.48376,-1.2315487,25.143585,-12.850411,-2.3875785,-12.806668,3.9704714,-17.596416,-0.61292475,-10.187136,13.350009,-4.2822423,10.257729,-10.071474,1.6313393,-11.864103,8.512461,-4.1154394,12.431472,-2.0899262,9.879597,-2.5182145,9.738073,-4.2412276,5.984932,-4.923018,7.839431,-3.0949667,7.0573654,-3.6385493,4.346273,-5.547579,2.2893176,-5.97519,2.2978375,-5.7019033,2.4303386,-5.3044333,1.4846672,-4.8297577,2.0604367,-4.118983,1.7700247,-4.9162207,0.040203307,-4.998382,-0.028148074,-4.404023,0.911575,2022-06-06--03-32-49_2__segment4.wav,0,0
-93.404396,107.40315,0.08866268,20.083452,-8.748322,-5.979699,-11.959084,0.5009171,-14.271476,-0.8517991,-7.4127474,10.583984,-0.8201416,7.926729,-7.444174,-0.27275237,-10.084907,3.4030843,-4.417374,8.786687,0.7086384,8.614652,0.88969606,6.6684437,-3.7545226,3.2893207,-2.462182,6.0878806,-0.34661153,5.1428356,-0.8247678,3.938965,-3.2084477,0.18713526,-5.1453834,-1.1726373,-4.3515735,-0.30410033,-3.7495346,-0.19821842,-2.868146,0.70686597,-1.2573854,0.61476785,-2.1051695,-0.55852395,-2.0867105,-1.2432859,-2.2757227,-1.1916722,2022-06-06--04-32-02_2__segment0.wav,0,0
-99.0742,108.99538,-2.3790445,21.286518,-13.258427,-4.1924667,-14.118921,3.2633471,-17.034273,1.3367779,-9.581839,14.387861,-1.7556654,10.5490465,-8.955791,2.5875564,-12.944704,5.6791534,-6.6875496,10.653567,-1.6877912,9.912215,-2.3445826,9.95677,-5.455481,5.6467385,-3.8091595,8.364433,-1.6547068,8.530243,-3.2066998,5.9807715,-5.6491466,1.780264,-7.779553,0.8585987,-7.258969,1.2311258,-6.594161,1.5484914,-4.6285906,2.5301063,-3.6224763,1.9942786,-4.4617248,1.0233374,-4.3238544,0.95081466,-3.966829,1.1745964,2022-06-06--04-32-02_2__segment1.wav,0,0
-100.83156,108.28083,-3.3541262,21.116905,-12.017217,-3.0654957,-14.807675,3.0779521,-17.481312,0.71883655,-9.504912,12.950538,-2.0840092,10.220975,-8.985523,3.3956442,-11.588359,5.6563168,-6.463452,9.102823,-3.8187644,9.4841585,-3.0154893,8.9673605,-4.608152,6.268953,-3.2818153,9.432382,-1.6656897,8.414219,-2.808436,6.0976677,-4.9443197,2.3303514,-7.1745143,1.6851008,-6.5144963,0.9178104,-6.841695,0.6493764,-6.1439476,1.5050348,-4.181992,2.093514,-4.303411,1.3983159,-3.591831,1.2481669,-3.9968047,1.2432956,2022-06-06--04-32-02_2__segment2.wav,0,0
-100.05719,109.47375,-4.0220804,20.829874,-12.081474,-2.4942405,-15.28211,2.5168984,-18.50187,0.097416,-10.356793,11.965335,-2.7292254,10.074248,-10.02163,2.9109309,-12.222235,5.540725,-6.26322,9.363221,-4.047794,7.9110494,-4.4528813,7.9508886,-4.3318057,7.4275236,-2.615841,9.919877,-1.0583271,9.5372715,-1.6856383,6.3261867,-5.0432134,2.168964,-6.5190773,1.8393861,-6.0935397,1.2510791,-6.390576,0.5828514,-5.610136,1.6997507,-4.684514,1.3341458,-4.960926,0.5911082,-3.690742,1.5761821,-2.7753088,2.2798772,2022-06-06--04-32-02_2__segment3.wav,0,0
-99.712456,110.76368,-4.364893,20.688898,-11.936912,-1.6524049,-13.8963785,3.6656084,-17.893068,0.06426136,-10.174226,12.314367,-3.0420322,10.630419,-8.669819,3.5854514,-11.725677,6.2290044,-6.3836055,9.87048,-3.807258,8.508589,-4.437868,7.883646,-4.7549453,6.4402103,-3.877895,9.224841,-0.98156035,9.308483,-1.96618,6.058563,-5.4251037,2.406049,-6.501841,2.394183,-5.8639927,1.9719449,-5.8051987,0.76318866,-5.8301907,0.9598083,-4.7194743,1.1784886,-4.985531,0.57694954,-4.217828,1.0959394,-3.438464,1.5573522,2022-06-06--04-32-02_2__segment4.wav,0,0
-95.24634,102.467445,-3.9104183,20.297358,-8.966484,-5.466415,-12.160223,0.5695473,-14.605275,-1.0933111,-7.021224,10.765554,-0.7962912,8.009724,-7.0094347,1.3824816,-8.0473175,4.477903,-4.493185,6.317249,-2.4751372,6.024238,-2.6986947,4.835976,-3.1870139,3.7259092,-1.471778,8.265226,1.4717611,6.23268,-0.41771752,3.36206,-4.139058,-0.1822978,-4.91545,-0.34264442,-4.094502,-0.40667576,-4.0361705,-1.1583124,-3.3719344,-0.2732688,-2.534989,-0.57191455,-3.1800659,-1.6998148,-2.5085032,-1.1651747,-1.9267249,-0.54900444,2022-06-06--05-31-11_2__segment0.wav,0,0
