0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,file name,label
-99.387634,110.06421,-2.7093713,21.473955,-8.934937,-1.813801,-14.429838,4.3015127,-17.804419,0.23105876,-8.051358,12.852861,-2.0024722,11.032488,-9.314509,2.3251975,-12.486907,5.564396,-7.6798105,8.858571,-4.1893086,9.791648,-1.5873829,10.836003,-3.4617476,6.5249786,-3.5346153,10.2674265,-1.7836165,7.7568088,-2.704164,5.951684,-5.4892073,2.0349317,-6.947523,1.4965855,-6.6768975,0.27396235,-8.061537,-0.68158966,-6.8225584,0.96573883,-4.3530526,2.2477517,-3.8998601,1.9537536,-2.9427283,1.8024337,-3.2756898,1.5772274,2022-06-06--01-34-26_2__segment4.wav,0
-67.169426,105.98863,-2.725997,23.716755,-10.924853,-7.121958,-13.998721,2.7220988,-9.010175,4.1923795,-6.8740597,12.483705,0.11341498,8.816436,-8.89798,2.2722514,-4.8791885,10.581793,3.187147,15.166264,3.482714,11.950231,0.55290586,7.6242075,-4.344002,0.99399346,-4.2579994,4.118966,-2.4365513,3.4806082,-3.093329,1.0693314,-5.472565,-0.40613174,-4.3926034,0.32911256,-2.8407214,0.62424886,-3.8895397,0.5302539,-2.0482426,0.7764428,-1.3471756,0.85535944,-1.812571,0.41029778,-1.8529432,-0.78970236,-2.5870733,-0.9193338,2022-06-06--08-29-16_2__segment0.wav,0
-68.17187,110.03775,-3.165412,26.710829,-12.437916,-5.547939,-15.365957,5.148399,-10.30129,5.2151756,-8.760338,14.405642,-1.8173738,10.530402,-10.438276,3.1746652,-8.180046,12.07667,3.4444604,17.82513,2.0179944,14.380052,-0.62863487,10.382579,-5.591613,4.6779904,-6.28605,6.741415,-3.877672,5.610022,-5.9844933,1.4975302,-8.01638,0.67613494,-6.40871,2.2581458,-3.7027862,2.5879977,-4.199364,1.9896475,-3.6961734,1.9027951,-2.9536815,2.9363072,-2.2179592,2.5786562,-2.6113005,0.9031921,-3.9761775,0.44341648,2022-06-06--08-29-16_2__segment1.wav,0
-75.724945,108.80388,-4.8931694,27.265663,-11.4247465,-3.8131368,-15.811451,4.357414,-10.729863,4.706442,-9.409296,15.104165,-0.9632367,10.894715,-10.344156,3.3962405,-8.748573,10.70608,2.6578708,18.642057,1.5033909,12.338992,0.26119652,10.980038,-6.2429447,3.5474298,-5.904774,7.7676845,-4.2115064,5.520962,-6.398245,1.9467626,-8.125623,0.6471652,-6.9045897,2.0765076,-4.235168,3.5740237,-4.2910533,2.2500606,-4.845251,1.2282962,-4.1226587,2.2820399,-3.5047088,2.3886855,-2.9208248,1.7988812,-3.7558317,1.381837,2022-06-06--08-29-16_2__segment2.wav,0
-75.88918,109.22286,-3.8020074,27.904984,-13.07202,-4.2785907,-13.391207,4.403484,-11.871154,3.5438626,-9.431711,15.482106,0.5396521,11.6996765,-10.079789,2.1217148,-10.601275,9.757422,3.4647887,17.586784,1.6858867,13.464147,-0.35142705,10.683329,-3.2447982,3.6239882,-7.53586,5.485359,-4.9125257,5.8873124,-6.2098403,1.0792516,-8.8385105,-0.2936728,-7.2193875,2.2072754,-3.492206,3.1771393,-5.4148726,1.4875658,-3.5083773,2.1235132,-2.92432,3.0476139,-3.5162144,1.562178,-2.7187765,1.5420555,-3.0578697,0.6304957,2022-06-06--08-29-16_2__segment3.wav,0
-75.79997,110.32559,-4.796214,28.27374,-12.396176,-3.94183,-13.439859,4.1534834,-12.599178,3.7233639,-8.892828,15.579873,0.56900537,11.589265,-10.581664,1.8241974,-11.133835,8.677528,2.8313718,19.556557,2.6396167,13.191093,0.32136494,9.913644,-4.3469563,3.4674776,-7.716804,5.8990245,-4.774618,5.2200513,-5.1955395,2.0926397,-8.197911,-0.09490476,-6.87375,2.1845162,-3.6840773,4.3482594,-3.4757538,2.403751,-4.066971,2.234085,-2.740516,3.4327137,-2.9403079,1.4402162,-3.279713,0.815225,-3.8573709,0.14098412,2022-06-06--08-29-16_2__segment4.wav,0
-77.713806,109.891655,-1.2050568,24.825603,-12.4850025,-4.750738,-12.780933,4.2886195,-8.742979,0.83436775,-7.3158317,13.599026,3.3828614,8.427954,-7.730202,0.8467208,-7.628925,6.9470563,5.696086,16.876242,5.733865,11.641603,0.15973787,6.4047537,-4.505154,1.2990583,-4.6890616,4.6214857,-2.4462771,4.196983,-4.249359,0.43863377,-6.2845445,-1.6118499,-4.5206485,0.34618542,-1.9891477,2.1298795,-3.0634296,0.32725638,-2.238035,0.7745567,-1.7025547,0.3625502,-2.282418,-0.39690343,-2.569294,-1.4622134,-2.9616616,-1.5784205,2022-06-06--11-27-09_2__segment0.wav,0
-81.379456,109.91754,-2.4823585,25.26485,-14.403901,-1.9716274,-14.33652,6.864051,-11.180344,2.653568,-10.079624,14.355137,1.3395374,11.460994,-9.028338,2.6929584,-10.463134,7.373039,2.2432551,19.541393,4.8256264,13.946778,-1.7445126,7.8251348,-6.3910913,3.7208736,-6.2613635,6.0442495,-5.1476536,5.782546,-5.528791,2.8585598,-8.14107,0.55206895,-6.911914,1.6922239,-5.168224,2.570757,-4.451935,2.2285614,-3.6951678,2.719978,-4.01697,1.5212785,-4.74689,0.73725027,-4.539008,0.49752918,-4.117874,0.42865196,2022-06-06--11-27-09_2__segment1.wav,0
-80.24336,108.26087,-5.8445916,26.835596,-13.491702,-2.6158586,-14.619297,7.3461213,-11.295944,2.3792868,-10.746061,15.488791,2.2771757,11.84228,-8.2833395,3.1906521,-10.346484,7.025218,1.2999201,19.432396,5.935475,13.392315,-2.609832,9.712514,-5.0656233,3.939454,-5.735851,6.8729405,-4.4745708,5.661757,-6.5355268,2.4323528,-8.711395,0.3426542,-7.5687156,0.7965171,-5.463674,2.3557055,-4.60758,3.0414681,-2.8298054,3.254826,-3.9370537,1.4246626,-4.5156054,1.6893774,-4.0218277,0.819188,-3.4973629,0.6522629,2022-06-06--11-27-09_2__segment2.wav,0
-80.68419,108.97786,-4.9861617,26.751078,-13.628245,-3.2070012,-15.455142,6.235246,-11.014355,2.423141,-10.775266,14.574459,2.6246262,11.491577,-9.497955,1.8915169,-9.613225,8.061626,1.9442948,18.511782,6.0033407,13.904056,-2.1177175,9.10955,-5.0031047,3.9588435,-6.517114,6.0103736,-5.0307994,4.940217,-6.436403,1.3289089,-9.018471,0.15422793,-6.430323,1.9687533,-4.2922716,3.020187,-4.54944,2.0186567,-3.2416384,3.037314,-2.9839244,1.6713274,-4.091342,1.3038459,-4.0213447,0.5786092,-3.4292808,0.58229584,2022-06-06--11-27-09_2__segment3.wav,0
-86.05472,106.56946,-5.376565,23.565868,-13.004017,-1.3559897,-15.847124,5.773447,-12.158891,3.384985,-9.867202,14.52128,1.8907143,12.942057,-7.6661253,4.2291083,-9.284456,7.5814595,-0.8469888,14.853936,0.16517763,11.924642,-1.8817902,9.249269,-5.59621,4.8791895,-4.878243,8.043689,-3.9786139,6.4326863,-4.9893064,3.8579888,-7.5618906,1.8526677,-6.77663,2.2691996,-5.2932115,2.2830074,-5.511704,1.5074854,-4.789262,2.1214874,-4.2061443,2.1047106,-4.2059073,1.5757529,-4.0696106,1.1723424,-3.6797895,1.0596426,2022-06-06--11-27-09_2__segment4.wav,0
-83.30359,106.69448,-2.6624377,22.799644,-8.579162,-3.146862,-13.98746,1.9619671,-9.308551,2.9960449,-7.24945,11.244117,2.9020839,10.581465,-5.737164,2.4614446,-7.556543,4.307082,1.5481439,13.368786,5.8479614,13.406441,3.495886,8.978947,-3.0159647,2.0605712,-4.6641445,4.542419,-1.424915,4.3649364,-3.4171276,-0.27124092,-7.6038613,-2.9563036,-6.699563,-1.4240272,-4.0320864,-0.050661903,-3.3163164,-0.0014777153,-1.6178234,1.1476033,-0.9976976,1.1932932,-0.95466244,0.6949626,-1.4731573,-0.31424034,-1.8497396,-0.9927179,2022-06-06--17-22-09_2__segment0.wav,0
-84.48405,109.92228,-5.3658776,23.802689,-10.472947,0.035703126,-14.877565,5.2379403,-10.337185,3.779959,-9.885359,13.442189,1.0402337,12.955701,-8.468147,3.2537274,-10.068685,5.797178,-1.3681306,15.491399,4.711871,15.111885,-0.11145223,10.716068,-4.117779,4.6141424,-5.4966917,7.479451,-3.493197,6.497785,-5.4881496,2.0711665,-9.264194,-1.2375525,-9.020435,-0.32616064,-5.97071,1.647569,-4.9998474,2.533922,-2.5397892,2.9417665,-3.1972907,1.5848387,-4.2097974,0.9126415,-4.0222793,0.45984054,-4.203868,0.20926167,2022-06-06--17-22-09_2__segment1.wav,0
-81.15403,110.86159,-4.162944,23.899683,-10.0564995,0.732772,-15.634245,5.8944154,-9.868628,3.8016965,-8.730693,13.837939,0.54861546,11.16367,-8.314955,5.2659864,-5.64197,9.9314785,1.4765009,14.510347,3.1301723,12.325195,-1.5889796,9.198468,-5.1322513,3.934562,-5.7681646,7.784141,-3.0745378,5.713208,-5.343852,2.3107734,-7.8480434,-0.1150011,-7.5110874,0.16632949,-5.6181493,1.8072512,-4.827585,1.9160271,-3.7993,1.5942196,-3.4714289,0.9282515,-4.527,0.19633676,-4.0551357,-0.18591607,-3.4657648,0.23937973,2022-06-06--17-22-09_2__segment2.wav,0
-83.56307,109.56753,-5.494391,24.053976,-9.74741,0.6620831,-13.25664,6.0422616,-9.28896,5.21184,-7.7942524,15.239077,1.053339,11.697463,-9.318869,4.489065,-6.6411366,9.313687,-0.6306073,13.951841,3.0439885,12.2004385,-1.5366354,9.965516,-4.7023673,3.8750856,-5.414614,7.7951508,-2.8931768,5.490485,-6.211737,1.0943732,-8.306062,-0.20981516,-7.2718434,0.56432337,-6.051486,1.2727437,-5.035093,2.636417,-2.8756669,2.4816005,-3.330749,1.5541902,-4.407634,0.736351,-4.351598,-0.7547911,-4.428587,-0.018153843,2022-06-06--17-22-09_2__segment3.wav,0
-86.935104,110.1964,-4.726024,23.22616,-10.372822,0.26441592,-15.218395,5.952056,-11.099611,4.7101765,-8.050125,16.247143,1.1800042,11.623501,-9.569931,3.9755883,-6.7735105,10.658633,-1.3828588,11.827919,1.4381719,13.995459,-0.23143539,10.794705,-5.2743235,4.7982683,-4.6744633,8.577464,-2.935031,6.078931,-5.986386,1.6118085,-9.545274,0.7574997,-6.164754,1.4529233,-7.1157193,0.6525021,-7.1732335,0.7735128,-4.0273647,3.0059564,-2.915011,2.7000132,-3.7881808,0.8672029,-4.6321816,-0.56492996,-4.8630133,0.16836284,2022-06-06--17-22-09_2__segment4.wav,0
-79.08857,110.00026,-2.7220035,22.92456,-8.896256,-3.5466018,-13.225986,2.0516965,-9.851319,1.8468026,-7.3135085,12.046964,2.8814793,9.726642,-7.631931,0.2678507,-8.938645,3.3100975,-0.976121,12.26134,6.9216466,15.587258,4.9295697,10.935668,-1.4708318,3.45385,-2.5772843,6.4248233,-1.3586282,3.6713283,-4.633693,-0.061262477,-6.795983,-2.54805,-7.0489287,-2.5711312,-5.435046,-1.4681983,-4.4343305,-0.05800012,-1.3776741,1.7481008,-1.0368825,0.6005942,-1.9946007,-0.21697685,-2.1099212,-0.90136886,-1.9499495,-1.1484016,2022-06-06--18-21-16_2__segment0.wav,0
-83.22348,111.55606,-3.8738594,26.573462,-12.220294,-0.63298243,-15.236076,3.8644922,-11.95543,3.460792,-10.302837,14.192395,0.87724084,11.144922,-9.824113,2.1344373,-10.785176,6.3031363,-1.7038954,14.913965,4.7908745,15.971531,1.2624599,12.335257,-2.9923375,5.824361,-4.023959,7.788252,-4.173809,5.370061,-5.985484,2.4819794,-8.887333,-0.59289294,-7.93313,0.47000524,-6.5326385,0.6946867,-5.6934276,1.7947222,-3.7094097,2.6472661,-3.4307268,1.8657987,-4.2573586,1.3825235,-3.2767677,0.96766436,-3.6371932,0.65004134,2022-06-06--18-21-16_2__segment1.wav,0
-80.97369,110.55173,-4.9843283,26.826735,-12.398496,0.22915912,-13.521672,4.0124707,-12.020485,4.27587,-10.590262,14.247004,0.67807335,10.914912,-10.940558,2.321007,-9.709616,6.8859396,-2.4929557,13.416706,2.248536,14.989222,1.2419053,12.3759575,-2.8452675,6.7985854,-5.6563473,6.206485,-4.832516,5.199593,-5.5867753,2.1437757,-8.762798,0.41850844,-6.885558,2.0214143,-5.9583955,1.7802466,-6.403296,1.0357323,-5.065098,1.8658118,-3.310197,2.1275718,-3.7306488,2.1298199,-3.3260117,1.4605874,-3.0322354,1.4362004,2022-06-06--18-21-16_2__segment2.wav,0
-82.60585,111.94873,-4.944638,26.444723,-11.751851,-0.97259545,-13.861439,4.5629916,-10.536876,4.211959,-9.566629,13.061425,0.51206285,10.744882,-11.460265,2.0036016,-10.889138,4.9673166,-1.8015605,14.979034,4.071571,15.918324,3.2934117,12.747465,-3.7819765,4.611237,-5.7975516,6.278559,-3.9502912,5.1032095,-6.278156,1.2091724,-9.216253,-1.2495887,-7.9231176,0.46064517,-5.9902616,1.1505874,-5.0288153,2.024561,-3.8171058,2.3263426,-2.3418067,3.100337,-2.5710099,2.4452198,-2.4433584,1.7136723,-2.8853314,0.7819689,2022-06-06--18-21-16_2__segment3.wav,0
-94.69622,105.980385,-5.172688,21.85327,-11.48835,-0.8554939,-13.917119,3.7899067,-14.552389,2.783635,-8.82343,13.693028,-0.5323069,12.212685,-8.026408,4.0963383,-9.992649,7.161963,-2.6085045,12.887264,-0.878711,11.459374,-1.855955,10.193253,-3.9251924,5.8072853,-5.3758745,7.573814,-2.883954,7.182753,-4.0181704,3.751036,-7.366817,0.65249443,-7.038418,1.6438985,-5.1094093,2.2624168,-5.4891453,2.047331,-4.1962967,2.6495662,-3.516258,2.3601437,-3.6268015,1.7668412,-3.87843,0.871801,-4.207575,0.28291768,2022-06-06--18-21-16_2__segment4.wav,0
-81.04885,110.274826,-5.9421425,26.17833,-6.3354764,-5.6935263,-14.30371,0.75063187,-11.4164915,0.84580916,-7.3595834,11.234834,2.4872227,9.649923,-7.343089,0.63446724,-8.818218,3.228805,-3.0385575,9.526453,2.2408645,10.59775,1.5877413,10.12995,2.1087399,6.4245963,-1.5980284,7.3482914,-0.061143637,5.0106816,-1.5985748,1.9328212,-5.783436,-1.939062,-5.8284063,-0.84845793,-3.703753,-0.1706946,-3.9775078,-0.62879187,-2.68065,-0.270218,-2.1095917,-0.17346387,-2.422287,-0.35667428,-1.1664561,0.09737198,-1.5661964,-0.40076157,2022-06-06--20-19-29_2__segment0.wav,0
-85.39325,111.45204,-6.588188,27.520681,-8.297045,-2.68693,-15.60362,3.412124,-13.816338,3.9200068,-8.869678,14.154528,-0.18820907,11.912663,-9.500235,2.7245302,-11.54322,5.3358846,-5.37752,11.016054,-1.3029885,11.782245,-0.27840045,13.398154,0.80775225,8.973759,-4.111908,8.086596,-2.6734538,7.0873337,-3.3057697,4.1887774,-7.6210093,0.6899332,-7.391891,1.4765584,-5.9222975,1.2148609,-6.1814256,0.742871,-5.549078,0.9654948,-4.386456,1.9755974,-3.988415,1.7378447,-3.2320569,2.2910988,-2.2699997,2.2368267,2022-06-06--20-19-29_2__segment1.wav,0
